,ano,ocupacao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
2056,2021,Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,2817068.0,7383050.331236074,2.620827871828466
2057,2021,Empresário,DISTRITO FEDERAL,2817068.0,604561934.5741999,214.60679492798891
2058,2021,MEI,DISTRITO FEDERAL,2817068.0,69855428.04958344,24.797210450576074
2059,2021,Outros,DISTRITO FEDERAL,2817068.0,1676762605.244684,595.2155238157843
2060,2021,Servidor ou empregado público,DISTRITO FEDERAL,2817068.0,979690321.4432372,347.76949702429516
2082,2022,Aposentado/pensionista,DISTRITO FEDERAL,2817068.0,492196640.83727044,174.7194745875039
2083,2022,Autônomo,DISTRITO FEDERAL,2817068.0,398647433.0297541,141.51146973724244
2084,2022,Empregado de empresa privada,DISTRITO FEDERAL,2817068.0,1158947444.5283337,411.40201249253965
2085,2022,Empregado de entidades sem fins lucrativos,DISTRITO FEDERAL,2817068.0,10827049.282609705,3.8433751981172284
2086,2022,Empresário,DISTRITO FEDERAL,2817068.0,796160593.5885695,282.6202965596037
2087,2022,MEI,DISTRITO FEDERAL,2817068.0,111926714.56781797,39.731633942744004
2088,2022,Outros,DISTRITO FEDERAL,2817068.0,2161821384.197684,767.4012072827791
2089,2022,Servidor ou empregado público,DISTRITO FEDERAL,2817068.0,1244333322.543555,441.71220664306117
2111,2012,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,121550616.1427856,31.707593595694778
2112,2012,Autônomo,ESPÍRITO SANTO,3833486.0,212568905.42079297,55.45054955745057
2113,2012,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,300938957.4690597,78.50268853702862
2114,2012,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,1879258.627336481,0.4902218574259775
2115,2012,Empresário,ESPÍRITO SANTO,3833486.0,331655040.63937646,86.51526068945509
2116,2012,Outros,ESPÍRITO SANTO,3833486.0,1263841767.1066582,329.6847222362774
2117,2012,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,267249423.15327266,69.71446436827281
2138,2013,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,106571569.88396563,27.80017192810033
2139,2013,Autônomo,ESPÍRITO SANTO,3833486.0,243392182.92908838,63.4910843365773
2140,2013,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,327704237.8237082,85.48465752156345
2141,2013,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,2583805.821784447,0.6740094581757823
2142,2013,Empresário,ESPÍRITO SANTO,3833486.0,359962458.0072795,93.8995102648815
2143,2013,Outros,ESPÍRITO SANTO,3833486.0,1471037399.0982072,383.73360411338587
2144,2013,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,250623668.31588542,65.37748365740359
2165,2014,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,96420004.27300233,25.152042885510035
2166,2014,Autônomo,ESPÍRITO SANTO,3833486.0,249959565.77869263,65.20424641662774
2167,2014,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,327237949.6362791,85.3630219691109
2168,2014,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,2707146.658001882,0.7061840471053975
2169,2014,Empresário,ESPÍRITO SANTO,3833486.0,372260358.6654973,97.10753049978462
2170,2014,Outros,ESPÍRITO SANTO,3833486.0,1630859142.8365512,425.4245725265597
2171,2014,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,248229672.60373947,64.75298790806579
2192,2015,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,102610924.91814253,26.767001345027094
2193,2015,Autônomo,ESPÍRITO SANTO,3833486.0,262131386.87915376,68.37937764195664
2194,2015,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,295171272.8323508,76.99813507401639
2195,2015,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,2090870.2795592952,0.5454226987027722
2196,2015,Empresário,ESPÍRITO SANTO,3833486.0,398765035.13147867,104.02151856860274
2197,2015,Outros,ESPÍRITO SANTO,3833486.0,1829490897.4319406,477.2394884008812
2198,2015,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,254043133.1228446,66.26948243005052
2219,2016,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,130522238.51051736,34.0479236158727
2220,2016,Autônomo,ESPÍRITO SANTO,3833486.0,190013178.7073474,49.566681268001865
2221,2016,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,337520114.82106984,88.04521910894414
2222,2016,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,1222035.1089914916,0.3187790718399628
2223,2016,Empresário,ESPÍRITO SANTO,3833486.0,418138933.5864349,109.07537775967745
2224,2016,MEI,ESPÍRITO SANTO,3833486.0,17987013.465801053,4.692077515295752
2225,2016,Outros,ESPÍRITO SANTO,3833486.0,1915963535.4075973,499.7966695085354
2226,2016,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,265268752.7584142,69.19778832071232
2247,2017,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,170775869.23371476,44.54845256607557
2248,2017,Autônomo,ESPÍRITO SANTO,3833486.0,365147643.82861817,95.25211356676877
2249,2017,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,442733847.627977,115.49118677568589
2250,2017,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,3111609.679093034,0.8116919375975375
2251,2017,Empresário,ESPÍRITO SANTO,3833486.0,536550530.3394817,139.9641293432353
2252,2017,MEI,ESPÍRITO SANTO,3833486.0,39733924.285263024,10.364958756928557
2253,2017,Outros,ESPÍRITO SANTO,3833486.0,1133762677.3744757,295.7523980456628
2254,2017,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,296252789.0530376,77.28025850441024
2275,2018,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,197545529.16153643,51.531564002460534
2276,2018,Autônomo,ESPÍRITO SANTO,3833486.0,377734346.7731269,98.53547052816337
2277,2018,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,461251157.2386992,120.32159690649691
2278,2018,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,2369170.853520338,0.6180199571670114
2279,2018,Empresário,ESPÍRITO SANTO,3833486.0,499561962.7145361,130.3153220631394
2280,2018,MEI,ESPÍRITO SANTO,3833486.0,52873796.94168701,13.792615113681649
2281,2018,Outros,ESPÍRITO SANTO,3833486.0,1193284217.0508132,311.27913785280896
2282,2018,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,271625821.0488494,70.85608791811146
2303,2019,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,216115676.63122994,56.375757373635885
2304,2019,Autônomo,ESPÍRITO SANTO,3833486.0,421195523.2575266,109.8727172233123
2305,2019,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,517510158.06769127,134.99727351754805
2306,2019,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,3128410.9448971986,0.8160747019546174
2307,2019,Empresário,ESPÍRITO SANTO,3833486.0,564373303.3573713,147.2219549927589
2308,2019,MEI,ESPÍRITO SANTO,3833486.0,63770720.86600968,16.63517771188148
2309,2019,Outros,ESPÍRITO SANTO,3833486.0,1414685256.5173604,369.0336306216745
2310,2019,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,303504508.57204825,79.17193608429723
2331,2020,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,221555492.81841752,57.794783342998386
2332,2020,Autônomo,ESPÍRITO SANTO,3833486.0,384254858.7398004,100.23640590830392
2333,2020,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,525883411.6467466,137.18151354843778
2334,2020,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,2856600.79765558,0.745170530857705
2335,2020,Empresário,ESPÍRITO SANTO,3833486.0,550641347.2054437,143.63984822311696
2336,2020,MEI,ESPÍRITO SANTO,3833486.0,69919277.47369786,18.239085123487566
2337,2020,Outros,ESPÍRITO SANTO,3833486.0,1175750720.185023,306.70536430419287
2338,2020,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,294323679.08839905,76.77703246820232
2359,2021,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,225508680.63398352,58.826008659998635
2360,2021,Autônomo,ESPÍRITO SANTO,3833486.0,344304511.48735255,89.81499123444107
2361,2021,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,558420153.7763363,145.6690212971526
2362,2021,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,2417107.443408739,0.6305246565159593
2363,2021,Empresário,ESPÍRITO SANTO,3833486.0,465900791.5112327,121.53449667254104
2364,2021,MEI,ESPÍRITO SANTO,3833486.0,74580320.82713923,19.45496105297873
2365,2021,Outros,ESPÍRITO SANTO,3833486.0,1225954501.7025688,319.8014813938459
2366,2021,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,295723022.13931525,77.14206394370953
2387,2022,Aposentado/pensionista,ESPÍRITO SANTO,3833486.0,219917036.55914983,57.36737699293798
2388,2022,Autônomo,ESPÍRITO SANTO,3833486.0,357959030.93310505,93.3768979287012
2389,2022,Empregado de empresa privada,ESPÍRITO SANTO,3833486.0,799727384.8243163,208.61622680357155
2390,2022,Empregado de entidades sem fins lucrativos,ESPÍRITO SANTO,3833486.0,2756159.412926043,0.7189694739790475
2391,2022,Empresário,ESPÍRITO SANTO,3833486.0,514247468.50518167,134.1461710060195
2392,2022,MEI,ESPÍRITO SANTO,3833486.0,108634335.17348593,28.338263182253943
2393,2022,Outros,ESPÍRITO SANTO,3833486.0,1402176171.020571,365.770520883752
2394,2022,Servidor ou empregado público,ESPÍRITO SANTO,3833486.0,353494492.2108589,92.21228203542647
2415,2012,Aposentado/pensionista,GOIÁS,7055228.0,175910949.68417087,24.933418124002635
2416,2012,Autônomo,GOIÁS,7055228.0,794153881.3363444,112.5624687588189
2417,2012,Empregado de empresa privada,GOIÁS,7055228.0,462673214.11507064,65.57877564198785
2418,2012,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,10693836.347533235,1.5157322126986166
2419,2012,Empresário,GOIÁS,7055228.0,1448234934.451338,205.27117400760656
2420,2012,Outros,GOIÁS,7055228.0,3649890648.743805,517.3313532523407
2421,2012,Servidor ou empregado público,GOIÁS,7055228.0,764829817.5974684,108.40610928484074
2442,2013,Aposentado/pensionista,GOIÁS,7055228.0,169067249.66364053,23.963399859457486
2443,2013,Autônomo,GOIÁS,7055228.0,752225839.3745567,106.61963573318349
2444,2013,Empregado de empresa privada,GOIÁS,7055228.0,453415799.4151981,64.26664020145034
2445,2013,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,10507621.403216885,1.48933831808368
2446,2013,Empresário,GOIÁS,7055228.0,1432537367.340236,203.0462186821228
2447,2013,Outros,GOIÁS,7055228.0,3705949978.1145406,525.2771388982101
2448,2013,Servidor ou empregado público,GOIÁS,7055228.0,679248496.786287,96.27591011747415
2469,2014,Aposentado/pensionista,GOIÁS,7055228.0,150914327.80991656,21.390425342726918
2470,2014,Autônomo,GOIÁS,7055228.0,742030961.1193607,105.17462527353626
2471,2014,Empregado de empresa privada,GOIÁS,7055228.0,467896405.53043795,66.31910485818997
2472,2014,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,9002942.426306408,1.2760668296341957
2473,2014,Empresário,GOIÁS,7055228.0,1351800286.9398103,191.60263664615945
2474,2014,Outros,GOIÁS,7055228.0,3887917881.6968293,551.0690627853315
2475,2014,Servidor ou empregado público,GOIÁS,7055228.0,577431896.2264,81.84454084636245
2496,2015,Aposentado/pensionista,GOIÁS,7055228.0,138490754.69723937,19.629522206403447
2497,2015,Autônomo,GOIÁS,7055228.0,815755604.2177613,115.62427241440834
2498,2015,Empregado de empresa privada,GOIÁS,7055228.0,499387764.6600947,70.7826543182013
2499,2015,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,9170539.395446911,1.2998218336029554
2500,2015,Empresário,GOIÁS,7055228.0,1600916854.9082966,226.91213592364366
2501,2015,Outros,GOIÁS,7055228.0,4334759116.504968,614.4038316699286
2502,2015,Servidor ou empregado público,GOIÁS,7055228.0,592424368.2669034,83.96955679772552
2523,2016,Aposentado/pensionista,GOIÁS,7055228.0,224099180.35550895,31.76356318399759
2524,2016,Autônomo,GOIÁS,7055228.0,619834836.3149909,87.85468539287332
2525,2016,Empregado de empresa privada,GOIÁS,7055228.0,674789017.3801271,95.64382857366581
2526,2016,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,2301658.6523474962,0.32623448205323713
2527,2016,Empresário,GOIÁS,7055228.0,1398274112.5607882,198.18978388236187
2528,2016,MEI,GOIÁS,7055228.0,38179738.099594004,5.4115526953337305
2529,2016,Outros,GOIÁS,7055228.0,4432444436.82318,628.2496379738798
2530,2016,Servidor ou empregado público,GOIÁS,7055228.0,667201534.9036796,94.56838742896468
2551,2017,Aposentado/pensionista,GOIÁS,7055228.0,274922637.8210058,38.96722229543904
2552,2017,Autônomo,GOIÁS,7055228.0,997661731.9426877,141.40744026170208
2553,2017,Empregado de empresa privada,GOIÁS,7055228.0,1003184164.2103455,142.1901835362862
2554,2017,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,4380650.031755324,0.6209083578525492
2555,2017,Empresário,GOIÁS,7055228.0,1714686575.3907547,243.03772683048012
2556,2017,MEI,GOIÁS,7055228.0,84008560.38824293,11.90727789211673
2557,2017,Outros,GOIÁS,7055228.0,2104858698.5244315,298.34028021836167
2558,2017,Servidor ou empregado público,GOIÁS,7055228.0,672116628.1194522,95.26504715644232
2579,2018,Aposentado/pensionista,GOIÁS,7055228.0,333378872.75971526,47.25274261295528
2580,2018,Autônomo,GOIÁS,7055228.0,928996634.0367112,131.6749273073402
2581,2018,Empregado de empresa privada,GOIÁS,7055228.0,1038280041.7061878,147.16463333377573
2582,2018,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,4327973.2257777555,0.6134420072289308
2583,2018,Empresário,GOIÁS,7055228.0,1514935402.2560334,214.72522252378425
2584,2018,MEI,GOIÁS,7055228.0,106986847.42384899,15.164194186757534
2585,2018,Outros,GOIÁS,7055228.0,2068555612.7337358,293.19472208888726
2586,2018,Servidor ou empregado público,GOIÁS,7055228.0,662825870.5345556,93.94818573326837
2607,2019,Aposentado/pensionista,GOIÁS,7055228.0,405467832.2394624,57.47054981631528
2608,2019,Autônomo,GOIÁS,7055228.0,971313271.5247109,137.6728394213073
2609,2019,Empregado de empresa privada,GOIÁS,7055228.0,1291162968.4078405,183.00797201845788
2610,2019,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,5641732.18790727,0.7996527097221053
2611,2019,Empresário,GOIÁS,7055228.0,1727980321.212924,244.92196725788648
2612,2019,MEI,GOIÁS,7055228.0,149426891.15362772,21.17959776121023
2613,2019,Outros,GOIÁS,7055228.0,2480373373.398318,351.56530354487734
2614,2019,Servidor ou empregado público,GOIÁS,7055228.0,816026525.2145092,115.66267244864507
2635,2020,Aposentado/pensionista,GOIÁS,7055228.0,409471906.10816526,58.038082696713026
2636,2020,Autônomo,GOIÁS,7055228.0,1030601640.9423976,146.07630553433532
2637,2020,Empregado de empresa privada,GOIÁS,7055228.0,1495592816.8242188,211.983626443287
2638,2020,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,5214792.810765021,0.7391388075289729
2639,2020,Empresário,GOIÁS,7055228.0,1836754666.1263585,260.33951930771883
2640,2020,MEI,GOIÁS,7055228.0,180150832.99817058,25.53437436723102
2641,2020,Outros,GOIÁS,7055228.0,2558756531.6431947,362.6752433292297
2642,2020,Servidor ou empregado público,GOIÁS,7055228.0,759038001.1970716,107.58518380937818
2663,2021,Aposentado/pensionista,GOIÁS,7055228.0,420458983.2340473,59.59537852413094
2664,2021,Autônomo,GOIÁS,7055228.0,1049333427.4372529,148.73132766754708
2665,2021,Empregado de empresa privada,GOIÁS,7055228.0,1829469848.147832,259.30697748504116
2666,2021,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,5763952.210646172,0.8169760368688541
2667,2021,Empresário,GOIÁS,7055228.0,1657697485.4083061,234.9601579719757
2668,2021,MEI,GOIÁS,7055228.0,190130939.48124853,26.948943319939275
2669,2021,Outros,GOIÁS,7055228.0,3063378657.1972256,434.19981001283384
2670,2021,Servidor ou empregado público,GOIÁS,7055228.0,829682403.3629777,117.59824110049708
2691,2022,Aposentado/pensionista,GOIÁS,7055228.0,447536050.477455,63.43325126806037
2692,2022,Autônomo,GOIÁS,7055228.0,1227755021.834832,174.02060172043085
2693,2022,Empregado de empresa privada,GOIÁS,7055228.0,2407670951.2929907,341.26054484603344
2694,2022,Empregado de entidades sem fins lucrativos,GOIÁS,7055228.0,8318614.120917478,1.179070913217472
2695,2022,Empresário,GOIÁS,7055228.0,1872949081.5952325,265.46967462925824
2696,2022,MEI,GOIÁS,7055228.0,289821888.3600115,41.07902513710564
2697,2022,Outros,GOIÁS,7055228.0,3689457113.7122636,522.9394590383562
2698,2022,Servidor ou empregado público,GOIÁS,7055228.0,1072278672.0269668,151.98356056345264
2719,2012,Aposentado/pensionista,MARANHÃO,6775152.0,83802050.24204929,12.369028804379488
2720,2012,Autônomo,MARANHÃO,6775152.0,433190940.1287358,63.93818767884998
2721,2012,Empregado de empresa privada,MARANHÃO,6775152.0,155988688.60060388,23.0236441338296
2722,2012,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,2558458.082958637,0.37762371721824645
2723,2012,Empresário,MARANHÃO,6775152.0,307213663.4600902,45.34417286285093
2724,2012,Outros,MARANHÃO,6775152.0,1646288779.8676336,242.9892022891344
2725,2012,Servidor ou empregado público,MARANHÃO,6775152.0,319849816.4896322,47.20924585745563
2745,2013,Aposentado/pensionista,MARANHÃO,6775152.0,71657948.66975342,10.576581701746827
2746,2013,Autônomo,MARANHÃO,6775152.0,439241881.37846583,64.83129550133575
2747,2013,Empregado de empresa privada,MARANHÃO,6775152.0,174485038.41371712,25.753671417809834
2748,2013,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,2447739.4801565595,0.3612818546589891
2749,2013,Empresário,MARANHÃO,6775152.0,303624960.9907264,44.81448696512291
2750,2013,Outros,MARANHÃO,6775152.0,1629841097.6187143,240.56155457747874
2751,2013,Servidor ou empregado público,MARANHÃO,6775152.0,305132682.4827383,45.0370238900527
2772,2014,Aposentado/pensionista,MARANHÃO,6775152.0,65956738.663094394,9.735093568837184
2773,2014,Autônomo,MARANHÃO,6775152.0,413820595.47502214,61.07916036053835
2774,2014,Empregado de empresa privada,MARANHÃO,6775152.0,156792904.76540115,23.14234496368512
2775,2014,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,1573286.6416459393,0.2322142206766637
2776,2014,Empresário,MARANHÃO,6775152.0,255884309.39176008,37.76805441291355
2777,2014,Outros,MARANHÃO,6775152.0,1576393832.6450262,232.6728363651511
2778,2014,Servidor ou empregado público,MARANHÃO,6775152.0,299432288.32486016,44.195656174925695
2799,2015,Aposentado/pensionista,MARANHÃO,6775152.0,69307699.574356,10.229689248943197
2800,2015,Autônomo,MARANHÃO,6775152.0,414159816.20185417,61.12922871720873
2801,2015,Empregado de empresa privada,MARANHÃO,6775152.0,145369127.81427288,21.45621645304384
2802,2015,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,1331486.9156019173,0.19652502491485319
2803,2015,Empresário,MARANHÃO,6775152.0,264184515.1815026,38.99314955317646
2804,2015,Outros,MARANHÃO,6775152.0,1676713741.608415,247.47987079971267
2805,2015,Servidor ou empregado público,MARANHÃO,6775152.0,309539810.8918411,45.68750795433684
2826,2016,Aposentado/pensionista,MARANHÃO,6775152.0,83965340.11618717,12.39313009009793
2827,2016,Autônomo,MARANHÃO,6775152.0,263233706.42503688,38.852811925848584
2828,2016,Empregado de empresa privada,MARANHÃO,6775152.0,171545164.82202083,25.319751471556774
2829,2016,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,623848.310502318,0.09207886561103248
2830,2016,Empresário,MARANHÃO,6775152.0,376379433.19870716,55.552913528538866
2831,2016,MEI,MARANHÃO,6775152.0,8680243.617045984,1.2811880260466457
2832,2016,Outros,MARANHÃO,6775152.0,1596412852.8729703,235.62760700763175
2833,2016,Servidor ou empregado público,MARANHÃO,6775152.0,410570327.058356,60.599426707822346
2854,2017,Aposentado/pensionista,MARANHÃO,6775152.0,132995740.66481245,19.62992722005535
2855,2017,Autônomo,MARANHÃO,6775152.0,427028516.91819334,63.028625323563716
2856,2017,Empregado de empresa privada,MARANHÃO,6775152.0,254819404.5656804,37.61087641512403
2857,2017,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,1348422.1963287897,0.19902464126691027
2858,2017,Empresário,MARANHÃO,6775152.0,403189964.4749286,59.51009873651966
2859,2017,MEI,MARANHÃO,6775152.0,16262671.0830294,2.4003404031421582
2860,2017,Outros,MARANHÃO,6775152.0,937844992.5597675,138.4241995692152
2861,2017,Servidor ou empregado público,MARANHÃO,6775152.0,479748724.2807335,70.8100311669367
2882,2018,Aposentado/pensionista,MARANHÃO,6775152.0,143030086.5420409,21.11097825436845
2883,2018,Autônomo,MARANHÃO,6775152.0,277696492.7141428,40.98749263693904
2884,2018,Empregado de empresa privada,MARANHÃO,6775152.0,247909168.66180447,36.59093827884666
2885,2018,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,848336.7996306489,0.12521295457735102
2886,2018,Empresário,MARANHÃO,6775152.0,390836863.2894621,57.68680367458355
2887,2018,MEI,MARANHÃO,6775152.0,20173347.267941445,2.9775490303304553
2888,2018,Outros,MARANHÃO,6775152.0,956584177.987002,141.19006894413616
2889,2018,Servidor ou empregado público,MARANHÃO,6775152.0,471625376.52537924,69.61103994794202
2910,2019,Aposentado/pensionista,MARANHÃO,6775152.0,147532292.9323167,21.775495654166384
2911,2019,Autônomo,MARANHÃO,6775152.0,338345516.38048005,49.939177214102365
2912,2019,Empregado de empresa privada,MARANHÃO,6775152.0,326496875.5907489,48.19033958068378
2913,2019,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,1180757.3516190222,0.1742776179219333
2914,2019,Empresário,MARANHÃO,6775152.0,584213055.1070598,86.22877466174336
2915,2019,MEI,MARANHÃO,6775152.0,29911907.12252284,4.414942590590268
2916,2019,Outros,MARANHÃO,6775152.0,1158551800.3641717,171.00011931306807
2917,2019,Servidor ou empregado público,MARANHÃO,6775152.0,553595672.5046201,81.70970518515601
2938,2020,Aposentado/pensionista,MARANHÃO,6775152.0,202494035.05851278,29.887747914513618
2939,2020,Autônomo,MARANHÃO,6775152.0,412917060.553247,60.945800264443804
2940,2020,Empregado de empresa privada,MARANHÃO,6775152.0,371501897.8430472,54.832998262333774
2941,2020,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,1252227.0363611109,0.1848264122134988
2942,2020,Empresário,MARANHÃO,6775152.0,612655288.178442,90.42679605984368
2943,2020,MEI,MARANHÃO,6775152.0,35233298.621541284,5.200370208895872
2944,2020,Outros,MARANHÃO,6775152.0,1206206792.3527687,178.03390866400764
2945,2020,Servidor ou empregado público,MARANHÃO,6775152.0,874768055.3574623,129.11415941036634
2966,2021,Aposentado/pensionista,MARANHÃO,6775152.0,199897325.79148304,29.504478392733187
2967,2021,Autônomo,MARANHÃO,6775152.0,371989887.9976003,54.90502471348249
2968,2021,Empregado de empresa privada,MARANHÃO,6775152.0,436401209.23359495,64.41201750655851
2969,2021,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,1425380.6487427773,0.2103835675926942
2970,2021,Empresário,MARANHÃO,6775152.0,413710471.2522916,61.062906227386726
2971,2021,MEI,MARANHÃO,6775152.0,39668843.98339287,5.855048563248894
2972,2021,Outros,MARANHÃO,6775152.0,1522413015.9601586,224.70536689954093
2973,2021,Servidor ou empregado público,MARANHÃO,6775152.0,895964202.3436481,132.24267180185007
2994,2022,Aposentado/pensionista,MARANHÃO,6775152.0,249732108.15173626,36.8600008017143
2995,2022,Autônomo,MARANHÃO,6775152.0,382195639.0739705,56.41137484058963
2996,2022,Empregado de empresa privada,MARANHÃO,6775152.0,592182004.6076599,87.40497698172085
2997,2022,Empregado de entidades sem fins lucrativos,MARANHÃO,6775152.0,1649550.6323775826,0.24347064573275737
2998,2022,Empresário,MARANHÃO,6775152.0,557330261.1080813,82.26092360851555
2999,2022,MEI,MARANHÃO,6775152.0,58286606.02989026,8.602996070035072
3000,2022,Outros,MARANHÃO,6775152.0,2019566000.6211321,298.0842349546006
3001,2022,Servidor ou empregado público,MARANHÃO,6775152.0,1117502927.0093865,164.9413809475251
3022,2012,Aposentado/pensionista,MINAS GERAIS,20538718.0,605579068.1182781,29.484754993874407
3023,2012,Autônomo,MINAS GERAIS,20538718.0,1277446266.2567358,62.196981635208964
3024,2012,Empregado de empresa privada,MINAS GERAIS,20538718.0,1393587740.2137635,67.85173934486872
3025,2012,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20538718.0,10382405.139509274,0.5055040504236571
3026,2012,Empresário,MINAS GERAIS,20538718.0,2311629762.901552,112.54985646628734
3027,2012,Outros,MINAS GERAIS,20538718.0,7481406318.990832,364.25868055595447
3028,2012,Servidor ou empregado público,MINAS GERAIS,20538718.0,1272647097.4419918,61.96331715747749
3050,2013,Aposentado/pensionista,MINAS GERAIS,20538718.0,586895116.1296328,28.57506082558964
3051,2013,Autônomo,MINAS GERAIS,20538718.0,1312857378.7417336,63.921096669311765
3052,2013,Empregado de empresa privada,MINAS GERAIS,20538718.0,1537060719.1455894,74.83722787106718
3053,2013,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20538718.0,11816933.115269983,0.5753491096800678
3054,2013,Empresário,MINAS GERAIS,20538718.0,2488594033.4016714,121.16598676712302
3055,2013,Outros,MINAS GERAIS,20538718.0,8119540666.0585,395.3285042454208
3056,2013,Servidor ou empregado público,MINAS GERAIS,20538718.0,1338414468.2898617,65.16543380603704
3077,2014,Aposentado/pensionista,MINAS GERAIS,20538718.0,535129875.7913819,26.054687336930275
3078,2014,Autônomo,MINAS GERAIS,20538718.0,1253103533.5167572,61.01176974710677
3079,2014,Empregado de empresa privada,MINAS GERAIS,20538718.0,1461126637.255532,71.14010900074348
3080,2014,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20538718.0,10508843.05560564,0.5116601267715756
3081,2014,Empresário,MINAS GERAIS,20538718.0,2622883297.8622646,127.7043337301902
3082,2014,Outros,MINAS GERAIS,20538718.0,8261723663.286357,402.2511854579413
3083,2014,Servidor ou empregado público,MINAS GERAIS,20538718.0,1177203329.6681902,57.31630034884311
3104,2015,Aposentado/pensionista,MINAS GERAIS,20538718.0,478638030.2225591,23.304182384828454
3105,2015,Autônomo,MINAS GERAIS,20538718.0,1331147256.3529012,64.81160393520673
3106,2015,Empregado de empresa privada,MINAS GERAIS,20538718.0,1482048889.021229,72.15878269623396
3107,2015,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20538718.0,8951677.930929687,0.4358440449364798
3108,2015,Empresário,MINAS GERAIS,20538718.0,2957974770.898276,144.01944517171304
3109,2015,Outros,MINAS GERAIS,20538718.0,8956104867.094904,436.05958595346135
3110,2015,Servidor ou empregado público,MINAS GERAIS,20538718.0,1084616633.0208697,52.80839013520073
3131,2016,Aposentado/pensionista,MINAS GERAIS,20538718.0,665449759.7222179,32.39977099457804
3132,2016,Autônomo,MINAS GERAIS,20538718.0,834041297.8813919,40.60824526055579
3133,2016,Empregado de empresa privada,MINAS GERAIS,20538718.0,1455557057.315085,70.86893433733717
3134,2016,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20538718.0,5448930.974137992,0.2653004425172979
