data_publicacao,diretoria,numero_revista,codigo,titulo,numero,data_deposito,data_prioridade,cod_prioridade,classif_internacion,classif_nacion,titulo_inid,titular_nome,titular_uf,titular_pais,inventor_nome,titular_1,titular_parceiros1,titular_parceiros2,titular_abrev,titular_uf1,titular_uf2,inventor_1,inventor_outros,classif_nac1,classif_nac2,classif_nac3,classif_internac1,classif_internac2,classif_internac3
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009081-2,03/05/2019,,,C02F 9/00; C02F 1/78; C02F 1/52; C02F 101/30; C02F 103/20; C05F 3/00,C02F 9/00; C02F 1/78; C02F 1/5236; C02F 2101/30; C02F 2103/20; C05F 3/00,PROCESSO PARA PREPARAÇÃO DE FERTILIZANTE A PARTIR DE ÁGUAS RESIDUAIS DE SUINOCULTURA,UNIVERSIDADE DE SÃO PAULO - USP,SP,BR,MARIANA PAIVA BATAGINI GIRON; CARINA ALINE PRADO; HÉLCIO JOSÉ IZÁRIO FILHO; WAGNER RIBEIRO DA SILVA NETO,UNIVERSIDADE DE SÃO PAULO - USP,,,USP,SP,,MARIANA PAIVA BATAGINI GIRON,CARINA ALINE PRADO; HÉLCIO JOSÉ IZÁRIO FILHO; WAGNER RIBEIRO DA SILVA NETO,C02F 9/00,C02F 1/78,C02F 1/5236; C02F 2101/30; C02F 2103/20; C05F 3/00,C02F 9/00,C02F 1/78,C02F 1/52; C02F 101/30; C02F 103/20; C05F 3/00
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009101-0,03/05/2019,,,A61K 36/24; A61K 127/00; A61P 31/14,,AGENTE TERAPÊUTICO À BASE DE PELTASTES PELTATUS COM EFEITO ANTIVIRAL,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,TO,BR,JAQUELINE CIBENE MOREIRA BORGES; RAIMUNDO WAGNER DE SOUZA AGUIAR,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,,,UFT,TO,,JAQUELINE CIBENE MOREIRA BORGES,RAIMUNDO WAGNER DE SOUZA AGUIAR,,,,A61K 36/24,A61K 127/00,A61P 31/14
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009115-0,03/05/2019,,,G09B 19/22; G09B 5/02,,MÉTODO E SISTEMA DE ENSINO SOBRE ALIMENTAÇÃO,FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,RS,BR,MAÍNA HEMANN STRACK; PEDRO JOSÉ SALES LUÍS DA FONSECA ROSÁRIO; CLEIDILENE RAMOS MAGALHÃES; RODRIGO NIETIEDT DE ALMEIDA; EDUARDO SULZBACH DE ARAÚJO; JEAN PIERRE CORSEUIL; LAIR RAUPP,FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,,,UFCSPA,RS,,MAÍNA HEMANN STRACK,PEDRO JOSÉ SALES LUÍS DA FONSECA ROSÁRIO; CLEIDILENE RAMOS MAGALHÃES; RODRIGO NIETIEDT DE ALMEIDA; EDUARDO SULZBACH DE ARAÚJO; JEAN PIERRE CORSEUIL; LAIR RAUPP,,,,G09B 19/22,G09B 5/02,
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009194-0,06/05/2019,,,A61K 8/06; A61K 8/34; A61K 8/89; A61K 8/81; A61Q 5/00,A61K 8/062; A61K 8/345; A61K 8/89; A61K 8/81; A61Q 5/00,POMADA MODELADORA CAPILAR HIDROFÍLICA A BASE DE ÁLCOOIS GRAXOS ETOXILADOS,UNIVERSIDADE FEDERAL DO PARANA,PR,BR,FABIO SEIGI MURAKAMI; RILTON ALVES DE FREITAS; MAYUMI ELIZA OTSUKA SATO; ELISA DE FREITAS MONTIN; ANDRESSA VEIGA; ALINE CALDONAZO; MELISSA RABONI ALVES RODRIGUES; LAIANE DE JESUS OLIVEIRA,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,,FABIO SEIGI MURAKAMI,RILTON ALVES DE FREITAS; MAYUMI ELIZA OTSUKA SATO; ELISA DE FREITAS MONTIN; ANDRESSA VEIGA; ALINE CALDONAZO; MELISSA RABONI ALVES RODRIGUES; LAIANE DE JESUS OLIVEIRA,A61K 8/062,A61K 8/345,A61K 8/89; A61K 8/81; A61Q 5/00,A61K 8/06,A61K 8/34,A61K 8/89; A61K 8/81; A61Q 5/00
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009243-2,07/05/2019,,,A61K 36/185; A61P 35/00,,USO DA FRAÇÃO MCC1 DERIVADA DA ESPÉCIE MICONIA CHAMISSOIS NAUDIN COMO ANTITUMORAL EM TUMOR DO SISTEMA NERVOSO CENTRAL,"UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI; FUNDAÇÃO DE AMPARO Á PESQUISA DO ESTADO DE MINAS GERAIS; INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO; FUNDAÇÃO PIO XII",MG; MG; ES; SP,BR; BR; BR; BR,ROSY IARA MACIEL DE AZAMBUJA RIBEIRO; ANA GABRIELA SILVA; RENATO JOSÉ DA SILVA OLIVEIRA; WANDERSON ROMÃO; HELOÁ SANTOS; VIVIANE ALINE OLIVEIRA SILVA; RUI MANUEL VIEIRA REIS,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNDAÇÃO DE AMPARO Á PESQUISA DO ESTADO DE MINAS GERAIS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO; FUNDAÇÃO PIO XII",UFSJ,MG,MG; ES; SP,ROSY IARA MACIEL DE AZAMBUJA RIBEIRO,ANA GABRIELA SILVA; RENATO JOSÉ DA SILVA OLIVEIRA; WANDERSON ROMÃO; HELOÁ SANTOS; VIVIANE ALINE OLIVEIRA SILVA; RUI MANUEL VIEIRA REIS,,,,A61K 36/185,A61P 35/00,
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009244-0,07/05/2019,,,A61K 36/185; A61K 127/00; A61P 35/00,,"APLICAÇÃO DE FRAÇÕES ENRIQUECIDAS DO EXTRATO DE FOLHAS DE ANNONA CORIACEA MART. COMO MODULADORAS DA MORTE CELULAR EM LINHAGENS DE CÉLULAS GINECOLÓGICAS CASKI, HELA E SIHA","UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI; INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO; UNIVERSIDADE FEDERAL DE GOIÁS; FUNDAÇÃO PIO XII; FUNDAÇÃO DE AMPARO Á PESQUISA DO ESTADO DE MINAS GERAIS",MG; ES; GO; SP; MG,BR; BR; BR; BR; BR,ROSY IARA MACIEL DE A. RIBEIRO; IZABELA NATALIA FARIA GOMES; JOÃO GABRIEL MORAES JUNQUEIRA; VANESSA GISELE PASQUALOTTO SEVERINO; RENATO JOSÉ DE OLIVEIRA; VIVIANE ALINE OLIVEIRA SILVA SAITO; MARCELA NUNES ROSA; RUI MANUEL VIEIRA REIS; PATRIK DA SILVA VITAL; WANDERSON ROMÃO; BRUNO GOMES DE OLIVEIRA; FABIO VIEIRA DOS SANTOS; MARIA CRISTINA DA SILVA BARBOSA,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",UNIVERSIDADE FEDERAL DE GOIÁS; FUNDAÇÃO PIO XII; FUNDAÇÃO DE AMPARO Á PESQUISA DO ESTADO DE MINAS GERAIS,UFSJ,MG,ES; GO; SP; MG,ROSY IARA MACIEL DE A. RIBEIRO,IZABELA NATALIA FARIA GOMES; JOÃO GABRIEL MORAES JUNQUEIRA; VANESSA GISELE PASQUALOTTO SEVERINO; RENATO JOSÉ DE OLIVEIRA; VIVIANE ALINE OLIVEIRA SILVA SAITO; MARCELA NUNES ROSA; RUI MANUEL VIEIRA REIS; PATRIK DA SILVA VITAL; WANDERSON ROMÃO; BRUNO GOMES DE OLIVEIRA; FABIO VIEIRA DOS SANTOS; MARIA CRISTINA DA SILVA BARBOSA,,,,A61K 36/185,A61K 127/00,A61P 35/00
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009320-0,07/05/2019,,,B23D 41/00,,MÁQUINA DE BROCHAMENTO COM FERRAMENTA MONOCORTANTE E AVANÇO AUTOMATIZADO E PROCESSO DE BROCHAMENTO,INSTITUTO FEDERAL DO PARANÁ,PR,BR,VICTOR HUGO FARIAS DO NASCIMENTO; CLARICE ELENA BARCELLOS CAMPOS; RICARDO ADRIANO DOS SANTOS; RAFAEL ROGORA KAWANO,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,VICTOR HUGO FARIAS DO NASCIMENTO,CLARICE ELENA BARCELLOS CAMPOS; RICARDO ADRIANO DOS SANTOS; RAFAEL ROGORA KAWANO,,,,B23D 41/00,,
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009457-5,09/05/2019,,,D21H 11/12; D21C 3/00,D21H 11/12; D21C 3/00,PAPEL BIODEGRADÁVEL DE PASTA CELULÓSICA PRODUZIDA A PARTIR DE RESÍDUOS DE MILHO E ARROZ VERMELHO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB; UNIVERSIDADE FEDERAL DO MATO GROSSO,PB; MT,BR; BR,ANDRÉA MARIA BRANDÃO MENDES DE OLIVEIRA; LUIZ FERNANDO DE OLIVEIRA COELHO; SANDUEL OLIVEIRADE ANDRADE; CAMILLA MARIA DA SILVA VIEIRA; KARINA DA SILVA CHAVES,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,UNIVERSIDADE FEDERAL DO MATO GROSSO,,UFCG,PB,MT,ANDRÉA MARIA BRANDÃO MENDES DE OLIVEIRA,LUIZ FERNANDO DE OLIVEIRA COELHO; SANDUEL OLIVEIRADE ANDRADE; CAMILLA MARIA DA SILVA VIEIRA; KARINA DA SILVA CHAVES,D21H 11/12,D21C 3/00,,D21H 11/12,D21C 3/00,
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009458-3,09/05/2019,,,B01D 39/16; B01D 24/12; B01D 29/00; B01J 20/28; C02F 1/28; C02F 101/20,B01D 39/1646; B01D 24/12; B01D 29/0052; B01J 20/28016; B01D 2257/60; C02F 1/286; C02F 2101/20; C02F 2201/006,"FILTRO DE CARVÃO VEGETAL ATIVADO DE PROSOPIS JULIFLORA (SW.) DC. E AZADIRACHTA INDICA A. JUSS, PARA O TRATAMENTO DE ÁGUAS RESIDUÁRIAS",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,ANDRÉA MARIA BRANDÃO MENDES DE OLIVEIRA; LUIZ FERNANDO DE OLIVEIRA COELHO; SANDUEL OLIVEIRADE ANDRADE; YARGO LÚCIO GENTIL,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,ANDRÉA MARIA BRANDÃO MENDES DE OLIVEIRA,LUIZ FERNANDO DE OLIVEIRA COELHO; SANDUEL OLIVEIRADE ANDRADE; YARGO LÚCIO GENTIL,B01D 39/1646,B01D 24/12,B01D 29/0052; B01J 20/28016; B01D 2257/60; C02F 1/286; C02F 2101/20; C02F 2201/006,B01D 39/16,B01D 24/12,B01D 29/00; B01J 20/28; C02F 1/28; C02F 101/20
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 007121-1,09/04/2020,01/05/2019,USP12112US00/BAS,H02J 3/36; H02J 3/04; H02M 5/48,H02J 3/36; H02J 3/04; H02M 5/48,EQUIPAMENTO DE MEDIÇÃO DE CONTRIBUIÇÃO À ESTABILIDADE DE FREQUÊNCIA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,RJ,BR,ANDRÉ RAMOS DE CASSTRO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,UFRJ,RJ,,ANDRÉ RAMOS DE CASSTRO,,H02J 3/36,H02J 3/04,H02M 5/48,H02J 3/36,H02J 3/04,H02M 5/48
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 20 2019 008985-2,02/05/2019,,,H01P 1/20,H01P 1/20,SUPERFÍCIE SELETIVA DE FREQUENCIAS MULTIBANDA PLANAR PARA APLICAÇÕES NO SISTEMA 5G OUTDOOR,UNIVERSIDADE FEDERAL DO PARÁ,PA,BR,MIÉRCIO CARDOSO DE ALCÂNTARA NETO; NELSON MATEUS FERREIRA SANTOS; GERVÁSIO PROTÁSIO DOS SANTOS CAVALCANTE; JASMINE PRISCYLA LEITE DE ARAÚJO; FABRÍCIO JOSÉ BRITO BARROS,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,,MIÉRCIO CARDOSO DE ALCÂNTARA NETO,NELSON MATEUS FERREIRA SANTOS; GERVÁSIO PROTÁSIO DOS SANTOS CAVALCANTE; JASMINE PRISCYLA LEITE DE ARAÚJO; FABRÍCIO JOSÉ BRITO BARROS,H01P 1/20,,,H01P 1/20,,
10/11/2020,Patente,2601,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,C1 0105509-7,26/11/2003,,,A61K 38/08; A61K 47/40; C07K 7/14; A61P 9/00,,"PREPARAÇÃO DE FORMULAÇÕES DO PEPTÍDEO ANGIOTENSINA-(1-7) E SEUS ANÁLOGOS, AGONISTAS E ANTAGONISTAS USANDO AS CICLODEXTRINAS, SEUS DERIVADOS, LIPOSSOMAS E OS POLÍMEROS BIODEGRADÁVEIS E/OU MISTURAS DESSES SISTEMAS E/OU DOS PRODUTOS DERIVADOS",UNIVERSIDADE FEDERAL DE MINAS GERAIS,MG,BR,RUBEN DARIO SINISTERRA MILLAN; ROBSON AUGUSTO SOUZA DOS SANTOS; FREDERIC JEAN GEORGES FREZARD; ANA PAULA NADU; THOMAS WALTHER,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,,RUBEN DARIO SINISTERRA MILLAN,ROBSON AUGUSTO SOUZA DOS SANTOS; FREDERIC JEAN GEORGES FREZARD; ANA PAULA NADU; THOMAS WALTHER,,,,A61K 38/08,A61K 47/40,C07K 7/14; A61P 9/00
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009150-9,06/05/2019,,,B25J 9/16; B25J 9/00; B25J 13/00,B25J 9/1602; B25J 9/0003; B25J 13/006,DISPOSITIVO ROBÔ INTERATIVO COM COMANDOS REMOTOS E COMUNICAÇÃO DE ÁUDIO E VÍDEO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",RJ,BR,MAYRA MOTA MEDEIROS; ANNA CAROLLINE PESSOA DE MELLO BITÃO; WILLIAM DA SILVA VIANNA; ROGERIO ATEM DE CARVALHO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",,,IFFLUMINENSE,RJ,,MAYRA MOTA MEDEIROS,ANNA CAROLLINE PESSOA DE MELLO BITÃO; WILLIAM DA SILVA VIANNA; ROGERIO ATEM DE CARVALHO,B25J 9/1602,B25J 9/0003,B25J 13/006,B25J 9/16,B25J 9/00,B25J 13/00
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009155-0,06/05/2019,,,B24B 19/22; B24B 47/22; B24B 51/00; G01N 1/04,,EQUIPAMENTO DE MOAGEM DE CORPOS DE PROVA DE CONCRETO PARA OBTENÇÃO DE AMOSTRAS EM PÓ PARA ANÁLISES FÍSICO-QUÍMICAS,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,PR,BR,CARLOS EDUARDO TINO BALESTRA; MARCOS VINICIUS SCHLICHTING; GUSTAVO SAVARIS; WILSON LEOBET,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,,CARLOS EDUARDO TINO BALESTRA,MARCOS VINICIUS SCHLICHTING; GUSTAVO SAVARIS; WILSON LEOBET,,,,B24B 19/22,B24B 47/22,B24B 51/00; G01N 1/04
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009206-8,06/05/2019,,,F28D 5/00; B04C 9/00; F24F 5/00; F28F 9/24; F24F 1/039,,DISPOSITIVO PARA CLIMATIZAÇÃO DE AMBIENTES,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,MG,BR,LUIZ GUSTAVO MARTINS VIEIRA; CLARA DE ASSIS OLIVEIRA DA ROCHA; GRÉGORI ULLMANN; DAIANE RIBEIRO DIAS; DANYLO DE OLIVEIRA SILVA,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,,LUIZ GUSTAVO MARTINS VIEIRA,CLARA DE ASSIS OLIVEIRA DA ROCHA; GRÉGORI ULLMANN; DAIANE RIBEIRO DIAS; DANYLO DE OLIVEIRA SILVA,,,,F28D 5/00,B04C 9/00,F24F 5/00; F28F 9/24; F24F 1/039
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009234-3,06/05/2019,,,H04L 12/771; H04L 12/931,H04L 45/56; H04L 49/60,DISPOSITIVO DE REDE E MÉTODO PARA PROCESSAR O TRÁFEGO DE REDE COM ESTRUTURA SDN DE MODO DINÂMICO E INDEPENDENTE DE PROTOCOLO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,MG,BR,MARCOS AUGUSTO MENEZES VIEIRA; RACYUS DELANO GARCIA PACÍFICO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,,MARCOS AUGUSTO MENEZES VIEIRA,RACYUS DELANO GARCIA PACÍFICO,H04L 45/56,H04L 49/60,,H04L 12/771,H04L 12/931,
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009239-4,06/05/2019,,,H01S 5/12,,LASER COERENTE DE DIODO,UNIVERSIDADE DE SÃO PAULO - USP,SP,BR,MARCELO MARTINELLI; RAÚL LEONARDO RINCÓN CELIS,UNIVERSIDADE DE SÃO PAULO - USP,,,USP,SP,,MARCELO MARTINELLI,RAÚL LEONARDO RINCÓN CELIS,,,,H01S 5/12,,
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009255-6,07/05/2019,,,G01N 21/25,G01N 21/25,SISTEMA PARA ANÁLISE DE GASOLINA,INSTITUTO FEDERAL DO PARANÁ,PR,BR,RICARDO SONSIM DE OLIVEIRA; THIAGO BERTICELLI LÓ; FERNANDO DE LIMA ALVES; GABRIEL GARCIA PAPANI; GABRIEL WOLSCHICK DE OLIVEIRA,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,RICARDO SONSIM DE OLIVEIRA,THIAGO BERTICELLI LÓ; FERNANDO DE LIMA ALVES; GABRIEL GARCIA PAPANI; GABRIEL WOLSCHICK DE OLIVEIRA,G01N 21/25,,,G01N 21/25,,
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009286-6,07/05/2019,,,A63F 3/02,,JOGO DE TABULEIRO PARA O ENSINO E APRENDIZAGEM NO ÂMBITO DA SEGURANÇA DO TRABALHO,INSTITUTO FEDERAL DO PARANÁ,PR,BR,GRAZIELLI BUENO; MILENA RIBEIRO BAESSO; LAURA FERNANDA FAGUNDES CLEMENTE OLIVEIRA; JOÃO ANTONIO BALSAN MIRA; MILENA DE OLIVEIRA ANTONIO; VINÍCIUS DA SILVA COSTA; CELINA DE OLIVEIRA BARBOSA GOMES,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,GRAZIELLI BUENO,MILENA RIBEIRO BAESSO; LAURA FERNANDA FAGUNDES CLEMENTE OLIVEIRA; JOÃO ANTONIO BALSAN MIRA; MILENA DE OLIVEIRA ANTONIO; VINÍCIUS DA SILVA COSTA; CELINA DE OLIVEIRA BARBOSA GOMES,,,,A63F 3/02,,
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009313-7,07/05/2019,,,A01N 43/38; A01P 7/04,A01N 43/38,USO DE DERIVADOS INDÓLICOS LARVICIDAS PARA CONTROLE DE AEDES AEGYPTI,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,MT,BR,MARCOS ANTÔNIO SOARES; LUCAS CAMPOS CURCINO VIEIRA; JANAINA ROSA DE SOUSA; BRUNO RODRIGUES FAZOLO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,,,UFMT,MT,,MARCOS ANTÔNIO SOARES,LUCAS CAMPOS CURCINO VIEIRA; JANAINA ROSA DE SOUSA; BRUNO RODRIGUES FAZOLO,A01N 43/38,,,A01N 43/38,A01P 7/04,
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009326-9,07/05/2019,,,G09B 19/22; A63F 1/04; A63F 3/02,,"JOGO DE TABULEIRO, CARTAS, CARTÕES DE RECURSOS DE CONHECIMENTO E DINHEIRO PARA O ENSINO DE ASTRONOMIA E ASTROFÍSICA",INSTITUTO FEDERAL DO PARANÁ,PR,BR,DANIELI LOPES CAMPOS; GUSTAVO RAISER DE CARVALHO; GUILHERME PCZBIOWSKI GONÇALVES; ADRIANO JOSÉ ORTIZ,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,DANIELI LOPES CAMPOS,GUSTAVO RAISER DE CARVALHO; GUILHERME PCZBIOWSKI GONÇALVES; ADRIANO JOSÉ ORTIZ,,,,G09B 19/22,A63F 1/04,A63F 3/02
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009334-0,07/05/2019,,,B28B 7/18; B28B 7/20; E04C 1/39; E04B 2/46,B28B 7/18; B28B 7/20; E04C 1/39; E04B 2/46,MOLDE PARA FABRICAÇÃO DE TIJOLO COM PASSAGEM PARA TUBOS E FIAÇÕES,INSTITUTO FEDERAL DO PARANÁ,PR,BR,RAFAEL ROGORA KAWANO; EVERALDO PETENUSSO DE OLIVEIRA; JHONATA CONRAD DE CASTRO,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,RAFAEL ROGORA KAWANO,EVERALDO PETENUSSO DE OLIVEIRA; JHONATA CONRAD DE CASTRO,B28B 7/18,B28B 7/20,E04C 1/39; E04B 2/46,B28B 7/18,B28B 7/20,E04C 1/39; E04B 2/46
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009345-5,08/05/2019,,,F16C 32/04,,MANCAL MAGNÉTICO COM UM APOIO NA TAMPA,INSTITUTO FEDERAL DO PARANÁ,PR,BR,ANDREL DE SOUZA PECETE; DANIEL DOS SANTOS MATOS; HERNANI BATISTA DA CRUZ; JAIR FERNANDO DAMATO; KENY ROGER OKIPNEY FERREIRA; LAUANA PIRES GOLEMBA; LUCAS ANDRADE RIBEIRO; MARCIO JOSÉ KLOSTER; RUBENS FELIPE RIBEIRO,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,ANDREL DE SOUZA PECETE,DANIEL DOS SANTOS MATOS; HERNANI BATISTA DA CRUZ; JAIR FERNANDO DAMATO; KENY ROGER OKIPNEY FERREIRA; LAUANA PIRES GOLEMBA; LUCAS ANDRADE RIBEIRO; MARCIO JOSÉ KLOSTER; RUBENS FELIPE RIBEIRO,,,,F16C 32/04,,
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009347-1,08/05/2019,,,F16K 31/02,F16K 31/02,VÁLVULA DE ESCOAMENTO PARA LABORATÓRIOS COM LEITURA DE PH PARA DESCARTE EM TRÊS VIAS.,INSTITUTO FEDERAL DO PARANÁ,PR,BR,THIAGO ORCELLI; CLEBER FERNANDO SERAFIN,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,THIAGO ORCELLI,CLEBER FERNANDO SERAFIN,F16K 31/02,,,F16K 31/02,,
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009349-8,08/05/2019,,,A01G 25/16; A01G 27/02,A01G 25/167; A01G 27/02,GOTEJADOR AUTOMÁTICO ÁCIDO-BASE PARA CONTROLE DA COLORAÇÃO DAS FLORES DE HYDRANGEA MACROPHYLLA UTILIZANDO COMO REFERÊNCIA O PH DO SOLO,INSTITUTO FEDERAL DO PARANÁ,PR,BR,THIAGO ORCELLI; CLEBER FERNANDO SERAFIN,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,THIAGO ORCELLI,CLEBER FERNANDO SERAFIN,A01G 25/167,A01G 27/02,,A01G 25/16,A01G 27/02,
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009350-1,08/05/2019,,,A01G 25/02,A01G 25/02,GOTEJADOR AUTOMÁTICO COM MICROCONTROLADOR PARA TITULAÇÃO ÁCIDO-BASE COM SENSOR PARA VERIFICAÇÃO DE MUDANÇA DE COR DA SOLUÇÃO,INSTITUTO FEDERAL DO PARANÁ,PR,BR,THIAGO ORCELLI; CLEBER FERNANDO SERAFIN,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,THIAGO ORCELLI,CLEBER FERNANDO SERAFIN,A01G 25/02,,,A01G 25/02,,
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009358-7,08/05/2019,,,G05B 19/042; G08C 17/00,,CONTROLE DE AMBIENTES POR CENTRAL DE COMANDO DISTRIBUÍDA,INSTITUTO FEDERAL DO PARANÁ,PR,BR,AMANDA PEREIRA LEMKE; RAFAEL LUIS BARTZ; LUÍS HENRIQUE MANOSSO VON MECHELN,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,AMANDA PEREIRA LEMKE,RAFAEL LUIS BARTZ; LUÍS HENRIQUE MANOSSO VON MECHELN,,,,G05B 19/042,G08C 17/00,
17/11/2020,Patente,2602,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009481-8,09/05/2019,,,G06Q 10/06,G06Q 10/06; G06Q 10/0635; G06Q 10/0637,PROCESSO DE TRATAMENTO DE RISCOS DE SISTEMAS INTEGRADOS DE PRODUÇÃO AGROPECUÁRIA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,RS,BR,RICARDO GONÇALVES DE FARIA CORRÊA; FRANCISCO JOSÉ KLIEMANN NETO; JOANA SIQUEIRA DE SOUZA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,,RICARDO GONÇALVES DE FARIA CORRÊA,FRANCISCO JOSÉ KLIEMANN NETO; JOANA SIQUEIRA DE SOUZA,G06Q 10/06,G06Q 10/0635,G06Q 10/0637,G06Q 10/06,,
